ocs_nome;ocs_tipo;ocs_contrato_numero;ocs_inicio_vigencia;ocs_termino_vigencia;especialidades;proc_codigo_dgp;proc_origem;proc_descricao;valor;tabela_referencia;descricao_grupo
IPMMI-HOSPITAL MATERNO INFANTIL ANTONINHO DA ROCHA MARMO;OCS;32/2021;2022-09-28;2027-09-28;GINECOLOGISTA_OBSTETRA,OUTROS;LOCAL-000105;OCS_LOCAL;Dia;87.2;;MONITOR DE PRESSAO INTRACRANIANA
IPMMI-HOSPITAL MATERNO INFANTIL ANTONINHO DA ROCHA MARMO;OCS;32/2021;2022-09-28;2027-09-28;GINECOLOGISTA_OBSTETRA,OUTROS;LOCAL-000106;OCS_LOCAL;Hora;5.6;;OXIMETRO DE PULSO
IPMMI-HOSPITAL MATERNO INFANTIL ANTONINHO DA ROCHA MARMO;OCS;32/2021;2022-09-28;2027-09-28;GINECOLOGISTA_OBSTETRA,OUTROS;LOCAL-000107;OCS_LOCAL;Dia;41.12;;RESPIRADOR VOLUMETRICO
IPMMI-HOSPITAL MATERNO INFANTIL ANTONINHO DA ROCHA MARMO;OCS;32/2021;2022-09-28;2027-09-28;GINECOLOGISTA_OBSTETRA,OUTROS;LOCAL-000108;OCS_LOCAL;Hora;9.0;;RESPIRADOR VOLUMETRICO
IPMMI-HOSPITAL MATERNO INFANTIL ANTONINHO DA ROCHA MARMO;OCS;32/2021;2022-09-28;2027-09-28;GINECOLOGISTA_OBSTETRA,OUTROS;LOCAL-000109;OCS_LOCAL;Uso/Sessão;28.8;;ENTUBAÇÃO OROTRAQUEAL
IPMMI-HOSPITAL MATERNO INFANTIL ANTONINHO DA ROCHA MARMO;OCS;32/2021;2022-09-28;2027-09-28;GINECOLOGISTA_OBSTETRA,OUTROS;LOCAL-000110;OCS_LOCAL;Taxa;25.8;;LAVAGEM GASTRICA - APTO PS/AMB
IPMMI-HOSPITAL MATERNO INFANTIL ANTONINHO DA ROCHA MARMO;OCS;32/2021;2022-09-28;2027-09-28;GINECOLOGISTA_OBSTETRA,OUTROS;LOCAL-000111;OCS_LOCAL;Taxa;25.4;;LAVAGEM RETO/INTESTINAL FORA DA UTI/SEMI-UTI e CC
IPMMI-HOSPITAL MATERNO INFANTIL ANTONINHO DA ROCHA MARMO;OCS;32/2021;2022-09-28;2027-09-28;GINECOLOGISTA_OBSTETRA,OUTROS;LOCAL-000112;OCS_LOCAL;Taxa;8.38;;LAVAGEM OUVIDO FORA DA UTI/SEMI-UTI e CC
IPMMI-HOSPITAL MATERNO INFANTIL ANTONINHO DA ROCHA MARMO;OCS;32/2021;2022-09-28;2027-09-28;GINECOLOGISTA_OBSTETRA,OUTROS;LOCAL-000113;OCS_LOCAL;Taxa;18.0;;LAVAGEM VESICAL
IPMMI-HOSPITAL MATERNO INFANTIL ANTONINHO DA ROCHA MARMO;OCS;32/2021;2022-09-28;2027-09-28;GINECOLOGISTA_OBSTETRA,OUTROS;LOCAL-000114;OCS_LOCAL;Dia;35.42;;NUTRICAO ENTERAL - UTI - INSTALAÇÃO
IPMMI-HOSPITAL MATERNO INFANTIL ANTONINHO DA ROCHA MARMO;OCS;32/2021;2022-09-28;2027-09-28;GINECOLOGISTA_OBSTETRA,OUTROS;LOCAL-000115;OCS_LOCAL;Dia;44.66;;NUTRICAO PARENTERAL -UTI - INSTALAÇÃO
IPMMI-HOSPITAL MATERNO INFANTIL ANTONINHO DA ROCHA MARMO;OCS;32/2021;2022-09-28;2027-09-28;GINECOLOGISTA_OBSTETRA,OUTROS;LOCAL-000116;OCS_LOCAL;Taxa;13.5;;RETIRADA DE PONTOS
IPMMI-HOSPITAL MATERNO INFANTIL ANTONINHO DA ROCHA MARMO;OCS;32/2021;2022-09-28;2027-09-28;GINECOLOGISTA_OBSTETRA,OUTROS;LOCAL-000117;OCS_LOCAL;Sessão;26.0;;SONDAGEM/CATETERISMO GASTRICA FORA DA UTI/SEMI-UTI e CC
IPMMI-HOSPITAL MATERNO INFANTIL ANTONINHO DA ROCHA MARMO;OCS;32/2021;2022-09-28;2027-09-28;GINECOLOGISTA_OBSTETRA,OUTROS;LOCAL-000118;OCS_LOCAL;Taxa;7.2;;APLICACAO DE INJECAO (EV) - PS/AMB
IPMMI-HOSPITAL MATERNO INFANTIL ANTONINHO DA ROCHA MARMO;OCS;32/2021;2022-09-28;2027-09-28;GINECOLOGISTA_OBSTETRA,OUTROS;LOCAL-000119;OCS_LOCAL;Taxa;7.2;;APLICACAO DE INJECAO (IM) - PS/AMB
IPMMI-HOSPITAL MATERNO INFANTIL ANTONINHO DA ROCHA MARMO;OCS;32/2021;2022-09-28;2027-09-28;GINECOLOGISTA_OBSTETRA,OUTROS;LOCAL-000120;OCS_LOCAL;Taxa;7.2;;APLICACAO SUBCUTANEA - OS/AMB
IPMMI-HOSPITAL MATERNO INFANTIL ANTONINHO DA ROCHA MARMO;OCS;32/2021;2022-09-28;2027-09-28;GINECOLOGISTA_OBSTETRA,OUTROS;LOCAL-000121;OCS_LOCAL;Taxa;8.5;;APLICAÇÃO DE SORO - PS/AMB
IPMMI-HOSPITAL MATERNO INFANTIL ANTONINHO DA ROCHA MARMO;OCS;32/2021;2022-09-28;2027-09-28;GINECOLOGISTA_OBSTETRA,OUTROS;LOCAL-000122;OCS_LOCAL;Taxa;45.0;;CURATIVO GRANDE
IPMMI-HOSPITAL MATERNO INFANTIL ANTONINHO DA ROCHA MARMO;OCS;32/2021;2022-09-28;2027-09-28;GINECOLOGISTA_OBSTETRA,OUTROS;LOCAL-000123;OCS_LOCAL;Taxa;29.0;;CURATIVO MEDIO
IPMMI-HOSPITAL MATERNO INFANTIL ANTONINHO DA ROCHA MARMO;OCS;32/2021;2022-09-28;2027-09-28;GINECOLOGISTA_OBSTETRA,OUTROS;LOCAL-000124;OCS_LOCAL;Taxa;23.0;;CURATIVO PEQUENO
IPMMI-HOSPITAL MATERNO INFANTIL ANTONINHO DA ROCHA MARMO;OCS;32/2021;2022-09-28;2027-09-28;GINECOLOGISTA_OBSTETRA,OUTROS;LOCAL-000125;OCS_LOCAL;Taxa;51.6;;CURATIVO QUEIMADO GRANDE
IPMMI-HOSPITAL MATERNO INFANTIL ANTONINHO DA ROCHA MARMO;OCS;32/2021;2022-09-28;2027-09-28;GINECOLOGISTA_OBSTETRA,OUTROS;LOCAL-000126;OCS_LOCAL;Taxa;46.0;;CURATIVO QUEIMADO MÉDIO
IPMMI-HOSPITAL MATERNO INFANTIL ANTONINHO DA ROCHA MARMO;OCS;32/2021;2022-09-28;2027-09-28;GINECOLOGISTA_OBSTETRA,OUTROS;LOCAL-000127;OCS_LOCAL;Taxa;33.0;;CURATIVO QUEIMADO PEQUENO
IPMMI-HOSPITAL MATERNO INFANTIL ANTONINHO DA ROCHA MARMO;OCS;32/2021;2022-09-28;2027-09-28;GINECOLOGISTA_OBSTETRA,OUTROS;LOCAL-000128;OCS_LOCAL;Taxa;26.8;;CURATIVO OFTALMOLÓGICO, FECHADO, NÃO CONTAMINADO FORA DA UTI/SEMI-UTI e CC
IPMMI-HOSPITAL MATERNO INFANTIL ANTONINHO DA ROCHA MARMO;OCS;32/2021;2022-09-28;2027-09-28;GINECOLOGISTA_OBSTETRA,OUTROS;LOCAL-000129;OCS_LOCAL;Hora;5.7;;BERCO AQUECIDO - POR HORA
IPMMI-HOSPITAL MATERNO INFANTIL ANTONINHO DA ROCHA MARMO;OCS;32/2021;2022-09-28;2027-09-28;GINECOLOGISTA_OBSTETRA,OUTROS;LOCAL-000130;OCS_LOCAL;Hora;28.0;;BOMBA DE INFUSAO - POR HORA
IPMMI-HOSPITAL MATERNO INFANTIL ANTONINHO DA ROCHA MARMO;OCS;32/2021;2022-09-28;2027-09-28;GINECOLOGISTA_OBSTETRA,OUTROS;LOCAL-000131;OCS_LOCAL;Hora;5.63;;FOTOTERAPIA - POR HORA
IPMMI-HOSPITAL MATERNO INFANTIL ANTONINHO DA ROCHA MARMO;OCS;32/2021;2022-09-28;2027-09-28;GINECOLOGISTA_OBSTETRA,OUTROS;LOCAL-000132;OCS_LOCAL;Hora;5.63;;INCUBADORA - POR HORA
IPMMI-HOSPITAL MATERNO INFANTIL ANTONINHO DA ROCHA MARMO;OCS;32/2021;2022-09-28;2027-09-28;GINECOLOGISTA_OBSTETRA,OUTROS;LOCAL-000133;OCS_LOCAL;Dia;25.0;;TRACAO ESQUELETICA - DIA
IPMMI-HOSPITAL MATERNO INFANTIL ANTONINHO DA ROCHA MARMO;OCS;32/2021;2022-09-28;2027-09-28;GINECOLOGISTA_OBSTETRA,OUTROS;LOCAL-000134;OCS_LOCAL;Taxa;13.3;;OBSERVACAO EM PRONTO SOCORRO ATÉ 6 HORAS
IPMMI-HOSPITAL MATERNO INFANTIL ANTONINHO DA ROCHA MARMO;OCS;32/2021;2022-09-28;2027-09-28;GINECOLOGISTA_OBSTETRA,OUTROS;LOCAL-000135;OCS_LOCAL;Taxa;32.23;;SALA OBSERVACAO PRONTO SOCORRO ATÉ 12 HORAS
IPMMI-HOSPITAL MATERNO INFANTIL ANTONINHO DA ROCHA MARMO;OCS;32/2021;2022-09-28;2027-09-28;GINECOLOGISTA_OBSTETRA,OUTROS;LOCAL-000136;OCS_LOCAL;Taxa;35.0;;IMOBILIZAÇÃO GESSADA
IPMMI-HOSPITAL MATERNO INFANTIL ANTONINHO DA ROCHA MARMO;OCS;32/2021;2022-09-28;2027-09-28;GINECOLOGISTA_OBSTETRA,OUTROS;LOCAL-000137;OCS_LOCAL;Taxa;10.7;;ATENDIMENTO FISIÁTRICO NO PRÉ E PÓS-OPERATÓRIO DE PACIENTES PARA PREVENÇÃO DE SEQUELAS
IPMMI-HOSPITAL MATERNO INFANTIL ANTONINHO DA ROCHA MARMO;OCS;32/2021;2022-09-28;2027-09-28;GINECOLOGISTA_OBSTETRA,OUTROS;LOCAL-000138;OCS_LOCAL;Taxa;10.7;;ASSISTÊNCIA FISIÁTRICA E RESPIRATÓRIA EM DOENTE CLÍNICO INTERNADO
IPMMI-HOSPITAL MATERNO INFANTIL ANTONINHO DA ROCHA MARMO;OCS;32/2021;2022-09-28;2027-09-28;GINECOLOGISTA_OBSTETRA,OUTROS;LOCAL-000139;OCS_LOCAL;Taxa;11.7;;ASSISTÊNCIA FISIÁTRICA E RESPIRATÓRIA EM DOENTE CLÍNICO INTERNADO COM VENTILAÇÃO MECÂNICA
IPMMI-HOSPITAL MATERNO INFANTIL ANTONINHO DA ROCHA MARMO;OCS;32/2021;2022-09-28;2027-09-28;GINECOLOGISTA_OBSTETRA,OUTROS;LOCAL-000140;OCS_LOCAL;Taxa;100.0;;OTOEMISSÕES EVACADAS TRANSIENTES
IPMMI-HOSPITAL MATERNO INFANTIL ANTONINHO DA ROCHA MARMO;OCS;32/2021;2022-09-28;2027-09-28;GINECOLOGISTA_OBSTETRA,OUTROS;LOCAL-000141;OCS_LOCAL;Taxa;48.0;;TESTE DO REFLEXO VERMELHO EM RECEM NATO (TESTE DO OLHINHO)
IPMMI-HOSPITAL MATERNO INFANTIL ANTONINHO DA ROCHA MARMO;OCS;32/2021;2022-09-28;2027-09-28;GINECOLOGISTA_OBSTETRA,OUTROS;LOCAL-000142;OCS_LOCAL;Taxa;15.0;;OXIMETRIA
IPMMI-HOSPITAL MATERNO INFANTIL ANTONINHO DA ROCHA MARMO;OCS;32/2021;2022-09-28;2027-09-28;GINECOLOGISTA_OBSTETRA,OUTROS;LOCAL-000143;OCS_LOCAL;Taxa;300.0;;PKU (TESTE DO PEZINHO MASTER)
IPMMI-HOSPITAL MATERNO INFANTIL ANTONINHO DA ROCHA MARMO;OCS;32/2021;2022-09-28;2027-09-28;GINECOLOGISTA_OBSTETRA,OUTROS;LOCAL-000144;OCS_LOCAL;Taxa;200.0;;TESTE DO PEZINHO (AMPLIADO)
IPMMI-HOSPITAL MATERNO INFANTIL ANTONINHO DA ROCHA MARMO;OCS;32/2021;2022-09-28;2027-09-28;GINECOLOGISTA_OBSTETRA,OUTROS;LOCAL-000145;OCS_LOCAL;Taxa;150.0;;TESTE DO PEZINHO BÁSICO
IPMMI-HOSPITAL MATERNO INFANTIL ANTONINHO DA ROCHA MARMO;OCS;32/2021;2022-09-28;2027-09-28;GINECOLOGISTA_OBSTETRA,OUTROS;LOCAL-000146;OCS_LOCAL;Consulta;35.0;;FONOAUDIOLOGIA
IPMMI-HOSPITAL MATERNO INFANTIL ANTONINHO DA ROCHA MARMO;OCS;32/2021;2022-09-28;2027-09-28;GINECOLOGISTA_OBSTETRA,OUTROS;LOCAL-000147;OCS_LOCAL;Sessão;16.5;;FONOAUDIOLOGIA
IPMMI-HOSPITAL MATERNO INFANTIL ANTONINHO DA ROCHA MARMO;OCS;32/2021;2022-09-28;2027-09-28;GINECOLOGISTA_OBSTETRA,OUTROS;LOCAL-000148;OCS_LOCAL;Inclui consulta;220.0;;AVALIAÇÃO NUTROLÓGICA
IPMMI-HOSPITAL MATERNO INFANTIL ANTONINHO DA ROCHA MARMO;OCS;32/2021;2022-09-28;2027-09-28;GINECOLOGISTA_OBSTETRA,OUTROS;LOCAL-000149;OCS_LOCAL;Detecção Qualitativa para Coronavirus;250.0;;DA-NCOVMi Detecção Qualitativa para Coronavirus (2019-nCoV)
IPMMI-HOSPITAL MATERNO INFANTIL ANTONINHO DA ROCHA MARMO;OCS;32/2021;2022-09-28;2027-09-28;GINECOLOGISTA_OBSTETRA,OUTROS;LOCAL-000150;OCS_LOCAL;Adenovirus, Bocavirus, Coronavirus, HKUI, Coronavirus NL63, Coronavirus 229E, Coronavirus OC43, Enterovirus, Influenza A, Influenza A/H1N1, Influenza H, Metapneumovirus, Humano A/B, Parainfluenza 1, Parainfluenza 2, Parainfluenza 3, Parainfluenza 4, Parechovirus, Rinovirus, virus sincicial respiratório A/B e Mycoplasma pneumoniase;450.0;;Painel respiratório DA-PVRSMi Painel VR (Mobilus)
IPMMI-HOSPITAL MATERNO INFANTIL ANTONINHO DA ROCHA MARMO;OCS;32/2021;2022-09-28;2027-09-28;GINECOLOGISTA_OBSTETRA,OUTROS;LOCAL-000151;OCS_LOCAL;(Coronavirus COVID-19), pesquisa de anticorpos IgA, IgG ou IgM, isolada por classe de imunoglobulina;200.0;;SARS-COV-2
IPMMI-HOSPITAL MATERNO INFANTIL ANTONINHO DA ROCHA MARMO;OCS;32/2021;2022-09-28;2027-09-28;GINECOLOGISTA_OBSTETRA,OUTROS;LOCAL-000152;OCS_LOCAL;(Coronavirus COVID-19), pesquisa de anticorpos Totais (IgA, IgG ou IgM);200.0;;SARS-COV-2
IPMMI-HOSPITAL MATERNO INFANTIL ANTONINHO DA ROCHA MARMO;OCS;32/2021;2022-09-28;2027-09-28;GINECOLOGISTA_OBSTETRA,OUTROS;LOCAL-000153;OCS_LOCAL;Pesquisa e ou dosagem;43.0;;TROPONINA
IPMMI-HOSPITAL MATERNO INFANTIL ANTONINHO DA ROCHA MARMO;OCS;32/2021;2022-09-28;2027-09-28;GINECOLOGISTA_OBSTETRA,OUTROS;LOCAL-000154;OCS_LOCAL;Pesquisa e ou dosagem;95.0;;DIMERO - D
IPMMI-HOSPITAL MATERNO INFANTIL ANTONINHO DA ROCHA MARMO;OCS;32/2021;2022-09-28;2027-09-28;GINECOLOGISTA_OBSTETRA,OUTROS;LOCAL-000155;OCS_LOCAL;40324605;95.0;;VIRUS ZIKA - IgM
IPMMI-HOSPITAL MATERNO INFANTIL ANTONINHO DA ROCHA MARMO;OCS;32/2021;2022-09-28;2027-09-28;GINECOLOGISTA_OBSTETRA,OUTROS;LOCAL-000156;OCS_LOCAL;40324591;95.0;;VIRUS ZIKA - IgG
L&L PSICOLOGIA LTDA;OCS;13/2022;2022-08-25;2027-08-25;OUTROS;LOCAL-000157;OCS_LOCAL;Sessão;65.4;;Psicoterapia individual por psicólogo
HOME CARE SILVA E SILVA ASSISTÊNCIA A SAÚDE;OCS;12/2022;2022-07-14;2027-07-14;OUTROS;LOCAL-000158;OCS_LOCAL;"1 (uma) visita semanal do Enfermeiro; 	2 (dois) atendimentos semanais do Fisioterapeuta; 	1 (uma) visita mensal do Médico; 1 (um) atendimento semanal do Fonoaudiólogo; 1 (uma) visita mensal do Nutricionista";207.1;;PERMANÊNCIA DE 6h
HOME CARE SILVA E SILVA ASSISTÊNCIA A SAÚDE;OCS;12/2022;2022-07-14;2027-07-14;OUTROS;LOCAL-000159;OCS_LOCAL;"1 (uma) visita semanal do Enfermeiro; 	3 (três) atendimentos semanais do Fisioterapeuta;	1 (uma) visita quinzenal do Médico;1 (uma) visita mensal do Psicólogo quando solicitado pelo médico; 1 (um) atendimento semanal do Fonoaudiólogo; 1 (uma) visita mensal do Nutricionista";331.36;;PERMANÊNCIA DE 12h
HOME CARE SILVA E SILVA ASSISTÊNCIA A SAÚDE;OCS;12/2022;2022-07-14;2027-07-14;OUTROS;LOCAL-000160;OCS_LOCAL;"1 (uma) visita semanal do Enfermeiro;	5 (cinco) atendimentos semanais do Fisioterapeuta;	1 (uma) visita semanal do Médico; 1 (uma) visita mensal do Psicólogo quando solicitado pelo médico; 2 (dois) atendimentos semanais do Fonoaudiólog;	1 (uma) visita quinzenal do Nutricionista";551.54;;PERMANÊNCIA DE 24h
HOME CARE SILVA E SILVA ASSISTÊNCIA A SAÚDE;OCS;12/2022;2022-07-14;2027-07-14;OUTROS;LOCAL-000161;OCS_LOCAL;Atendimento;71.94;;ASSISTENTE SOCIAL
HOME CARE SILVA E SILVA ASSISTÊNCIA A SAÚDE;OCS;12/2022;2022-07-14;2027-07-14;OUTROS;LOCAL-000162;OCS_LOCAL;Visita;76.3;;ENFERMEIRO
HOME CARE SILVA E SILVA ASSISTÊNCIA A SAÚDE;OCS;12/2022;2022-07-14;2027-07-14;OUTROS;LOCAL-000163;OCS_LOCAL;Procedimento;76.3;;ENFERMEIRO
HOME CARE SILVA E SILVA ASSISTÊNCIA A SAÚDE;OCS;12/2022;2022-07-14;2027-07-14;OUTROS;LOCAL-000164;OCS_LOCAL;Atendimento;45.78;;FISIOTERAPEUTA
HOME CARE SILVA E SILVA ASSISTÊNCIA A SAÚDE;OCS;12/2022;2022-07-14;2027-07-14;OUTROS;LOCAL-000165;OCS_LOCAL;Atendimento;56.68;;FONOAUDIOLOGISTA
HOME CARE SILVA E SILVA ASSISTÊNCIA A SAÚDE;OCS;12/2022;2022-07-14;2027-07-14;OUTROS;LOCAL-000166;OCS_LOCAL;Visita;272.5;;MÉDICO
HOME CARE SILVA E SILVA ASSISTÊNCIA A SAÚDE;OCS;12/2022;2022-07-14;2027-07-14;OUTROS;LOCAL-000167;OCS_LOCAL;Atendimento Pré-Hospitalar;392.4;;MÉDICO
HOME CARE SILVA E SILVA ASSISTÊNCIA A SAÚDE;OCS;12/2022;2022-07-14;2027-07-14;OUTROS;LOCAL-000168;OCS_LOCAL;Atendimento;49.05;;NUTRICIONISTA
HOME CARE SILVA E SILVA ASSISTÊNCIA A SAÚDE;OCS;12/2022;2022-07-14;2027-07-14;OUTROS;LOCAL-000169;OCS_LOCAL;Atendimento;71.94;;PSICÓLOGO
HOME CARE SILVA E SILVA ASSISTÊNCIA A SAÚDE;OCS;12/2022;2022-07-14;2027-07-14;OUTROS;LOCAL-000170;OCS_LOCAL;2 h;54.5;;TÉCNICO DE ENFERMAGEM
HOME CARE SILVA E SILVA ASSISTÊNCIA A SAÚDE;OCS;12/2022;2022-07-14;2027-07-14;OUTROS;LOCAL-000171;OCS_LOCAL;Atendimento;71.94;;TERAPEUTA OCUPACIONAL
HOME CARE SILVA E SILVA ASSISTÊNCIA A SAÚDE;OCS;12/2022;2022-07-14;2027-07-14;OUTROS;LOCAL-000172;OCS_LOCAL;Preço/dia;17.44;;Air – Sep + Backup (Inalador p/ Concentrador O2)
HOME CARE SILVA E SILVA ASSISTÊNCIA A SAÚDE;OCS;12/2022;2022-07-14;2027-07-14;OUTROS;LOCAL-000173;OCS_LOCAL;Preço/dia;0.82;;Ambú Borracha Adulto
HOME CARE SILVA E SILVA ASSISTÊNCIA A SAÚDE;OCS;12/2022;2022-07-14;2027-07-14;OUTROS;LOCAL-000174;OCS_LOCAL;Preço/dia;0.73;;Ambú Borracha Infantil
HOME CARE SILVA E SILVA ASSISTÊNCIA A SAÚDE;OCS;12/2022;2022-07-14;2027-07-14;OUTROS;LOCAL-000175;OCS_LOCAL;Preço/dia;0.93;;Ambú Silicone Adulto
HOME CARE SILVA E SILVA ASSISTÊNCIA A SAÚDE;OCS;12/2022;2022-07-14;2027-07-14;OUTROS;LOCAL-000176;OCS_LOCAL;Preço/dia;0.84;;Ambú Silicone Infantil
HOME CARE SILVA E SILVA ASSISTÊNCIA A SAÚDE;OCS;12/2022;2022-07-14;2027-07-14;OUTROS;LOCAL-000177;OCS_LOCAL;Preço/dia;1.82;;Andador Articulado Alumínio
HOME CARE SILVA E SILVA ASSISTÊNCIA A SAÚDE;OCS;12/2022;2022-07-14;2027-07-14;OUTROS;LOCAL-000178;OCS_LOCAL;Preço/dia;2.06;;Andador Articulado Cromado
HOME CARE SILVA E SILVA ASSISTÊNCIA A SAÚDE;OCS;12/2022;2022-07-14;2027-07-14;OUTROS;LOCAL-000179;OCS_LOCAL;Preço/dia;1.09;;Aparelho de Pressão Adulto
HOME CARE SILVA E SILVA ASSISTÊNCIA A SAÚDE;OCS;12/2022;2022-07-14;2027-07-14;OUTROS;LOCAL-000180;OCS_LOCAL;Preço/dia;1.09;;Aparelho de Pressão Infantil
HOME CARE SILVA E SILVA ASSISTÊNCIA A SAÚDE;OCS;12/2022;2022-07-14;2027-07-14;OUTROS;LOCAL-000181;OCS_LOCAL;Preço/dia;1.09;;Aparelho de Pressão Neonatal
HOME CARE SILVA E SILVA ASSISTÊNCIA A SAÚDE;OCS;12/2022;2022-07-14;2027-07-14;OUTROS;LOCAL-000182;OCS_LOCAL;Preço/dia;1.96;;Aparelho de glicemia
HOME CARE SILVA E SILVA ASSISTÊNCIA A SAÚDE;OCS;12/2022;2022-07-14;2027-07-14;OUTROS;LOCAL-000183;OCS_LOCAL;Preço/dia;56.68;;Aspirador Cough Assistido
HOME CARE SILVA E SILVA ASSISTÊNCIA A SAÚDE;OCS;12/2022;2022-07-14;2027-07-14;OUTROS;LOCAL-000184;OCS_LOCAL;Preço/dia;4.36;;Aspirador de Secreção 1 litro
HOME CARE SILVA E SILVA ASSISTÊNCIA A SAÚDE;OCS;12/2022;2022-07-14;2027-07-14;OUTROS;LOCAL-000185;OCS_LOCAL;Preço/dia;6.54;;Aspirador de Secreção 5 litros
HOME CARE SILVA E SILVA ASSISTÊNCIA A SAÚDE;OCS;12/2022;2022-07-14;2027-07-14;OUTROS;LOCAL-000186;OCS_LOCAL;Preço/dia;6.54;;Aspirador de Secreção 10 litros
HOME CARE SILVA E SILVA ASSISTÊNCIA A SAÚDE;OCS;12/2022;2022-07-14;2027-07-14;OUTROS;LOCAL-000187;OCS_LOCAL;Preço/dia;6.54;;Aspirador de Secreção Easy Go Vac Pediátrico
HOME CARE SILVA E SILVA ASSISTÊNCIA A SAÚDE;OCS;12/2022;2022-07-14;2027-07-14;OUTROS;LOCAL-000188;OCS_LOCAL;Preço/dia;6.54;;Aspirador de Secreção Elétrico
HOME CARE SILVA E SILVA ASSISTÊNCIA A SAÚDE;OCS;12/2022;2022-07-14;2027-07-14;OUTROS;LOCAL-000189;OCS_LOCAL;Preço/dia;3.27;;Aspirador Venture
HOME CARE SILVA E SILVA ASSISTÊNCIA A SAÚDE;OCS;12/2022;2022-07-14;2027-07-14;OUTROS;LOCAL-000190;OCS_LOCAL;Preço/dia;4.72;;Balança Digital Adulto/ Infantil
HOME CARE SILVA E SILVA ASSISTÊNCIA A SAÚDE;OCS;12/2022;2022-07-14;2027-07-14;OUTROS;LOCAL-000191;OCS_LOCAL;Preço/dia;3.63;;Balança Infantil Manual
HOME CARE SILVA E SILVA ASSISTÊNCIA A SAÚDE;OCS;12/2022;2022-07-14;2027-07-14;OUTROS;LOCAL-000192;OCS_LOCAL;Preço/dia;3.27;;Base Aquecida
HOME CARE SILVA E SILVA ASSISTÊNCIA A SAÚDE;OCS;12/2022;2022-07-14;2027-07-14;OUTROS;LOCAL-000193;OCS_LOCAL;Preço/dia;3.27;;Base Aquecida Breas
HOME CARE SILVA E SILVA ASSISTÊNCIA A SAÚDE;OCS;12/2022;2022-07-14;2027-07-14;OUTROS;LOCAL-000194;OCS_LOCAL;Preço/dia;3.27;;Base Aquecida do Vivo
HOME CARE SILVA E SILVA ASSISTÊNCIA A SAÚDE;OCS;12/2022;2022-07-14;2027-07-14;OUTROS;LOCAL-000195;OCS_LOCAL;Preço/dia;3.6;;Base Aquecida Fischer E Payel
HOME CARE SILVA E SILVA ASSISTÊNCIA A SAÚDE;OCS;12/2022;2022-07-14;2027-07-14;OUTROS;LOCAL-000196;OCS_LOCAL;Preço/dia;0.98;;Bengala de 4 pontas
HOME CARE SILVA E SILVA ASSISTÊNCIA A SAÚDE;OCS;12/2022;2022-07-14;2027-07-14;OUTROS;LOCAL-000197;OCS_LOCAL;Preço/dia;3.27;;Berço Infantil Manual com Grade Fowler
HOME CARE SILVA E SILVA ASSISTÊNCIA A SAÚDE;OCS;12/2022;2022-07-14;2027-07-14;OUTROS;LOCAL-000198;OCS_LOCAL;Preço/dia;16.62;;Bipap Breas PV 101
HOME CARE SILVA E SILVA ASSISTÊNCIA A SAÚDE;OCS;12/2022;2022-07-14;2027-07-14;OUTROS;LOCAL-000199;OCS_LOCAL;Preço/dia;16.62;;Bipap Breas PV 102
HOME CARE SILVA E SILVA ASSISTÊNCIA A SAÚDE;OCS;12/2022;2022-07-14;2027-07-14;OUTROS;LOCAL-000200;OCS_LOCAL;Preço/dia;16.62;;Bipap Eclipse Delta
HOME CARE SILVA E SILVA ASSISTÊNCIA A SAÚDE;OCS;12/2022;2022-07-14;2027-07-14;OUTROS;LOCAL-000201;OCS_LOCAL;Preço/dia;16.62;;Bipap Pró
HOME CARE SILVA E SILVA ASSISTÊNCIA A SAÚDE;OCS;12/2022;2022-07-14;2027-07-14;OUTROS;LOCAL-000202;OCS_LOCAL;Preço/dia;35.97;;Bipap Synchrony
HOME CARE SILVA E SILVA ASSISTÊNCIA A SAÚDE;OCS;12/2022;2022-07-14;2027-07-14;OUTROS;LOCAL-000203;OCS_LOCAL;Preço/dia;16.62;;Bipap Vivo 30
HOME CARE SILVA E SILVA ASSISTÊNCIA A SAÚDE;OCS;12/2022;2022-07-14;2027-07-14;OUTROS;LOCAL-000204;OCS_LOCAL;Preço/dia;3.27;;Bolsa Porta Homelox
HOME CARE SILVA E SILVA ASSISTÊNCIA A SAÚDE;OCS;12/2022;2022-07-14;2027-07-14;OUTROS;LOCAL-000205;OCS_LOCAL;Preço/dia;5.45;;Bomba de Infusão
HOME CARE SILVA E SILVA ASSISTÊNCIA A SAÚDE;OCS;12/2022;2022-07-14;2027-07-14;OUTROS;LOCAL-000206;OCS_LOCAL;Preço/dia;2.29;;Cabresto para máscara de CPAP
HOME CARE SILVA E SILVA ASSISTÊNCIA A SAÚDE;OCS;12/2022;2022-07-14;2027-07-14;OUTROS;LOCAL-000207;OCS_LOCAL;Preço/dia;4.51;;Cadeira de Rodas Alumínio Agile
HOME CARE SILVA E SILVA ASSISTÊNCIA A SAÚDE;OCS;12/2022;2022-07-14;2027-07-14;OUTROS;LOCAL-000208;OCS_LOCAL;Preço/dia;4.25;;Cadeira de Rodas Cromada
HOME CARE SILVA E SILVA ASSISTÊNCIA A SAÚDE;OCS;12/2022;2022-07-14;2027-07-14;OUTROS;LOCAL-000209;OCS_LOCAL;Preço/dia;5.43;;Cadeira de Rodas Cromada Articulada Obeso
