ocs_nome;ocs_tipo;ocs_contrato_numero;ocs_inicio_vigencia;ocs_termino_vigencia;especialidades;proc_codigo_dgp;proc_origem;proc_descricao;valor;tabela_referencia;descricao_grupo
CLÍNICA DE EMAGRECIMENTO E BEM ESTAR;OCS;18/2020;2021-07-22;2026-07-22;OUTROS;LOCAL-000541;OCS_LOCAL;Sessão;65.0;;PSICOLOGIA
CLÍNICA DE EMAGRECIMENTO E BEM ESTAR;OCS;18/2020;2021-07-22;2026-07-22;OUTROS;LOCAL-000542;OCS_LOCAL;Sessão;40.0;;FISIOTERAPIA
CEMEV-CLÍNICA DE ESPECIALIDADES MÉDICAS DO VALE LTDA;OCS;28/2020;2021-10-13;2026-10-13;OUTROS;LOCAL-000543;OCS_LOCAL;Consulta;89.44;;Consulta eletiva consultório
CENTRO MÉDICO E OFTALMOLÓGICO ALMEIDA CREPALDI LTDA;OCS;06/2021;2021-11-18;2026-11-18;OUTROS;LOCAL-000544;OCS_LOCAL;Avaliação;70.0;120;FONOAUDIOLOGIA
CENTRO MÉDICO E OFTALMOLÓGICO ALMEIDA CREPALDI LTDA;OCS;06/2021;2021-11-18;2026-11-18;OUTROS;LOCAL-000545;OCS_LOCAL;Sessão;41.27;120;FONOAUDIOLOGIA
CENTRO MÉDICO E OFTALMOLÓGICO ALMEIDA CREPALDI LTDA;OCS;06/2021;2021-11-18;2026-11-18;OUTROS;LOCAL-000546;OCS_LOCAL;Sessão;50.0;80;FISIOTERAPIA
CENTRO MÉDICO E OFTALMOLÓGICO ALMEIDA CREPALDI LTDA;OCS;06/2021;2021-11-18;2026-11-18;OUTROS;LOCAL-000547;OCS_LOCAL;Avaliação;55.0;120;TERAPIA OCUPACIONAL
CENTRO MÉDICO E OFTALMOLÓGICO ALMEIDA CREPALDI LTDA;OCS;06/2021;2021-11-18;2026-11-18;OUTROS;LOCAL-000548;OCS_LOCAL;Sessão;50.96;120;TERAPIA OCUPACIONAL
CENTRO MÉDICO E OFTALMOLÓGICO ALMEIDA CREPALDI LTDA;OCS;06/2021;2021-11-18;2026-11-18;OUTROS;LOCAL-000549;OCS_LOCAL;Avaliação;70.0;120;PSICOLOGIA
CENTRO MÉDICO E OFTALMOLÓGICO ALMEIDA CREPALDI LTDA;OCS;06/2021;2021-11-18;2026-11-18;OUTROS;LOCAL-000550;OCS_LOCAL;Sessão;60.0;120;PSICOLOGIA
CENTRO MÉDICO E OFTALMOLÓGICO ALMEIDA CREPALDI LTDA;OCS;06/2021;2021-11-18;2026-11-18;OUTROS;LOCAL-000551;OCS_LOCAL;Pterígio exérese, Recobrimento Conjuntival e Autotransplante Conjuntival;600.0;;Cirúrgia Pterígio exérese
MASTERCLIN CLÍNICA FISIOTERAPÊUTICA LTDA;OCS;24/2021;2021-12-07;2026-12-07;OUTROS;LOCAL-000552;OCS_LOCAL;Consulta;45.0;;Fisioterapêuta
MASTERCLIN CLÍNICA FISIOTERAPÊUTICA LTDA;OCS;24/2021;2021-12-07;2026-12-07;OUTROS;LOCAL-000553;OCS_LOCAL;Sessão;45.0;;Fisioterapia
MASTERCLIN CLÍNICA FISIOTERAPÊUTICA LTDA;OCS;24/2021;2021-12-07;2026-12-07;OUTROS;LOCAL-000554;OCS_LOCAL;Sessão;40.0;;RPG
PLANI DIAGNÓSTICOS MÉDICOS LTDA;OCS;30/2021;2021-03-21;2026-03-21;OUTROS;LOCAL-000555;OCS_LOCAL;ANESTESIA;380.0;;anestesia para tomografia
PLANI DIAGNÓSTICOS MÉDICOS LTDA;OCS;30/2021;2021-03-21;2026-03-21;OUTROS;LOCAL-000556;OCS_LOCAL;ANESTESIA;380.0;;anestesia para ressonancia
PLANI DIAGNÓSTICOS MÉDICOS LTDA;OCS;30/2021;2021-03-21;2026-03-21;OUTROS;LOCAL-000557;OCS_LOCAL;ANÁLISES CLINICAS;120.0;;CORONAVIRUS COVID-19 TESTE SARS-COV-2 Teste rápido
PLANI DIAGNÓSTICOS MÉDICOS LTDA;OCS;30/2021;2021-03-21;2026-03-21;OUTROS;LOCAL-000558;OCS_LOCAL;PET;3069.0;;PET CT
CLÍNICA OFTALMOLÓGICA ALMEIDA E VENÂNCIO LTDA;OCS;34/2021;2022-04-06;2027-04-06;OUTROS;LOCAL-000559;OCS_LOCAL;Correção cirúrgica de ectrópio ou entrópio, Correção de bolsas palpebrais - unilateral, Dermatocalaze ou Blefarocalaze - unilateral Epicanto - correção cirúrgica - unilateral Lagoftalmo - correção cirúrgica Pálpebra - reconstrução parcial (com ou sem ressecção de tumor) Pálpebra - reconstrução total (com ou sem ressecção de tumor) Ptose palpebral - correção cirúrgica - unilateral Ressecção de tumores palpebrais, Retração palpebral Simbléfaro com ou sem enxerto - correção cirúrgica Supercílio - reconstrução total.;1040.46;;Cirúrgia Correção Palpebral
CLÍNICA OFTALMOLÓGICA ALMEIDA E VENÂNCIO LTDA;OCS;34/2021;2022-04-06;2027-04-06;OUTROS;LOCAL-000560;OCS_LOCAL;Cirúrgica da glândula lacrimal;2800.0;;Cirúrgia Correção das Vias Lacrimais
CLÍNICA OFTALMOLÓGICA ALMEIDA E VENÂNCIO LTDA;OCS;34/2021;2022-04-06;2027-04-06;OUTROS;LOCAL-000561;OCS_LOCAL;Dacriocistectomia - unilateral, Dacriocistorrinostomia com ou sem intubação - unilateral;3225.42;;Cirúrgia Correção das Vias Lacrimais
CLÍNICA OFTALMOLÓGICA ALMEIDA E VENÂNCIO LTDA;OCS;34/2021;2022-04-06;2027-04-06;OUTROS;LOCAL-000562;OCS_LOCAL;Reconstituição de vias lacrimais com silicone ou outro material.;2800.0;;Cirúrgia Correção das Vias Lacrimais
CLÍNICA OFTALMOLÓGICA ALMEIDA E VENÂNCIO LTDA;OCS;34/2021;2022-04-06;2027-04-06;OUTROS;LOCAL-000563;OCS_LOCAL;Exérese de tumor de pálpebra - Reconstrução parcial palpebral;765.0;;Cirúrgia Lesões Tumorais Palpebrais
CLÍNICA OFTALMOLÓGICA ALMEIDA E VENÂNCIO LTDA;OCS;34/2021;2022-04-06;2027-04-06;OUTROS;LOCAL-000564;OCS_LOCAL;Fototrabeculoplastia Comum;680.0;;Fototrabeculoplastia
CLÍNICA OFTALMOLÓGICA ALMEIDA E VENÂNCIO LTDA;OCS;34/2021;2022-04-06;2027-04-06;OUTROS;LOCAL-000565;OCS_LOCAL;Fototrabeculoplastia seletiva;1200.0;;Fototrabeculoplastia
CLÍNICA OFTALMOLÓGICA ALMEIDA E VENÂNCIO LTDA;OCS;34/2021;2022-04-06;2027-04-06;OUTROS;LOCAL-000566;OCS_LOCAL;Pterígio exérese, Recobrimento Conjuntival e Autotransplante Conjuntival;1180.0;;Cirúrgia Pterígio exérese - Monocular
CLÍNICA OFTALMOLÓGICA ALMEIDA E VENÂNCIO LTDA;OCS;34/2021;2022-04-06;2027-04-06;OUTROS;LOCAL-000567;OCS_LOCAL;Pterígio exérese, Recobrimento Conjuntival e Autotransplante Conjuntival;2360.0;;Cirúrgia Pterígio exérese - Binocular
CLÍNICA OFTALMOLÓGICA ALMEIDA E VENÂNCIO LTDA;OCS;34/2021;2022-04-06;2027-04-06;OUTROS;LOCAL-000568;OCS_LOCAL;Facectomia por olho;4200.0;;Facectomia
CENTRO DE VALORIZAÇÃO DA VIDA FRANCISCA JULIA;OCS;20/2021;2022-10-25;2027-10-25;PSIQUIATRA;LOCAL-000569;OCS_LOCAL;Avaliação/Sessão;45.0;;Psicoterapia
CENTRO DE VALORIZAÇÃO DA VIDA FRANCISCA JULIA;OCS;20/2021;2022-10-25;2027-10-25;PSIQUIATRA;LOCAL-000570;OCS_LOCAL;Dia;300.0;;Enfermaria Psiquiatria
INSTITUTO DE RADIOTERAPIA DO VALE DO PARAÍBA LTDA;OCS;14/2023;2024-04-23;2029-04-23;OUTROS;LOCAL-000571;OCS_LOCAL;Taxa;142.0;;Sala de Procedimento
Dra. NAZARÉ JAQUELINE DE LIMA MARQUES;PSA;14/2022;2022-08-22;2027-08-22;OUTROS;LOCAL-000572;OCS_LOCAL;primeira consulta/terapia cognitivo comportamental;85.0;;Psicologia
Dra. NAZARÉ JAQUELINE DE LIMA MARQUES;PSA;14/2022;2022-08-22;2027-08-22;OUTROS;LOCAL-000573;OCS_LOCAL;Sessão de psicoterapia/terapia cognitivo comportamental;60.0;;Psicologia
VID LAP SS LTDA;OCS;10/2024;2024-08-28;2034-06-28;OUTROS;LOCAL-000574;OCS_LOCAL;Toda cirurgia que for realizada por videolaparoscopico;200.0;;Taxas Diversas/VIDEO CIRURGICO
HEMACORE - SERVIÇO DE HEMATOLOGIA DE SJC LTDA;OCS;08/2024;2024-11-04;2034-09-04;OUTROS;LOCAL-000575;OCS_LOCAL;Será vinculado a manutenção de cateter Porth-a-cath, PICC e Perm- cath;25.0;;Taxa de permeabilização de cateter de longa permanência - Código 60018607
HEMACORE - SERVIÇO DE HEMATOLOGIA DE SJC LTDA;OCS;08/2024;2024-11-04;2034-09-04;OUTROS;LOCAL-000576;OCS_LOCAL;Será vinculado a infusão de hemoterápico ambulatorial;85.21;;Taxa de aplicação de hemoterápico, por uso/sessão - Código 60015284
HOSPITAL DE OLHOS DO VALE - EXCIMER LASER VALE DO PARAIBA LTDA;OCS;15/24;2025-01-22;2034-11-22;OUTROS;LOCAL-000577;OCS_LOCAL;30304105 - DELAMINAÇÃO  CORNEANA  COM  FOTOABLAÇÃO  ESTROMAL  -  LASIK  -  (COM FEMTO);2000.0;;CIRURGIAS OFTALMOLÓGICAS: CÓRNEA
HOSPITAL DE OLHOS DO VALE - EXCIMER LASER VALE DO PARAIBA LTDA;OCS;15/24;2025-01-22;2034-11-22;OUTROS;LOCAL-000578;OCS_LOCAL;30304083 - IMPLANTE DE ANEL - FEMTO;3646.7;;CIRURGIAS OFTALMOLÓGICAS: CÓRNEA
HOSPITAL DE OLHOS DO VALE - EXCIMER LASER VALE DO PARAIBA LTDA;OCS;15/24;2025-01-22;2034-11-22;OUTROS;LOCAL-000579;OCS_LOCAL;30304156 - CROSS LINKING – RADIAÇÃO P/ CROSS LINKING CORNEANO;1800.0;;CIRURGIAS OFTALMOLÓGICAS: CÓRNEA
HOSPITAL DE OLHOS DO VALE - EXCIMER LASER VALE DO PARAIBA LTDA;OCS;15/24;2025-01-22;2034-11-22;OUTROS;LOCAL-000580;OCS_LOCAL;30306027 - FACECTOMIA;4200.0;;CIRURGIAS OFTALMOLÓGICAS: CRISTALINO
HOSPITAL DE OLHOS DO VALE - EXCIMER LASER VALE DO PARAIBA LTDA;OCS;15/24;2025-01-22;2034-11-22;OUTROS;LOCAL-000581;OCS_LOCAL;30307147 - APLICAÇÃO DE OZURDEX - IMPL. INTRAVÍTREO POLÍMERO FARMACOLÓGICO;4525.68;;CIRURGIAS OFTALMOLÓGICAS: CORPO VÍTREO
HOSPITAL DE OLHOS DO VALE - EXCIMER LASER VALE DO PARAIBA LTDA;OCS;15/24;2025-01-22;2034-11-22;OUTROS;LOCAL-000582;OCS_LOCAL;30303060 - PTERÍGIO ( C/ COLA ORGÂNICA)  - MONOCULAR;1286.2;;CIRURGIAS OFTALMOLÓGICAS: CONJUNTIVA
HOSPITAL DE OLHOS DO VALE - EXCIMER LASER VALE DO PARAIBA LTDA;OCS;15/24;2025-01-22;2034-11-22;OUTROS;LOCAL-000583;OCS_LOCAL;30303060 - PTERÍGIO ( C/ COLA ORGÂNICA)  - BINOCULAR;2572.4;;CIRURGIAS OFTALMOLÓGICAS: CONJUNTIVA
IPMMI-HOSPITALPIO XII;OCS;19/2024;2024-03-17;2034-11-17;OUTROS;LOCAL-000584;OCS_LOCAL;Dia;513.08;;"Diária Acomodação – Isolamento Apartamento
Adulto/Infantil"
IPMMI-HOSPITALPIO XII;OCS;19/2024;2024-03-17;2034-11-17;OUTROS;LOCAL-000585;OCS_LOCAL;Dia;364.89;;Diária Acomodação - Isolamento Enfermaria - Adulto/Infantil
IPMMI-HOSPITALPIO XII;OCS;19/2024;2024-03-17;2034-11-17;OUTROS;LOCAL-000586;OCS_LOCAL;Dia;274.56;;Diária Acomodação em Day Clinic
IPMMI-HOSPITALPIO XII;OCS;19/2024;2024-03-17;2034-11-17;OUTROS;LOCAL-000587;OCS_LOCAL;Dia;308.88;;Diária Enfermaria Adulto/Infantil
IPMMI-HOSPITALPIO XII;OCS;19/2024;2024-03-17;2034-11-17;OUTROS;LOCAL-000588;OCS_LOCAL;Dia;497.64;;Diária Apartamento Adulto/Infantil
IPMMI-HOSPITALPIO XII;OCS;19/2024;2024-03-17;2034-11-17;OUTROS;LOCAL-000589;OCS_LOCAL;Dia;955.32;;Diária UTI (Adulto/Infantil)
IPMMI-HOSPITALPIO XII;OCS;19/2024;2024-03-17;2034-11-17;OUTROS;LOCAL-000590;OCS_LOCAL;Dia;926.64;;Diária UTI (Neonatal – Incluso berço aquecido, incubadora, monitorização)
IPMMI-HOSPITALPIO XII;OCS;19/2024;2024-03-17;2034-11-17;OUTROS;LOCAL-000591;OCS_LOCAL;Dia;196.56;;Berçário
IPMMI-HOSPITALPIO XII;OCS;19/2024;2024-03-17;2034-11-17;OUTROS;LOCAL-000592;OCS_LOCAL;Dia;241.27;;Berçário – RN Isolamento
IPMMI-HOSPITALPIO XII;OCS;19/2024;2024-03-17;2034-11-17;OUTROS;LOCAL-000593;OCS_LOCAL;Dia;299.95;;Berçário – RN Patológico
IPMMI-HOSPITALPIO XII;OCS;19/2024;2024-03-17;2034-11-17;OUTROS;LOCAL-000594;OCS_LOCAL;Hora;11.94;;Taxa de ar comprimido
IPMMI-HOSPITALPIO XII;OCS;19/2024;2024-03-17;2034-11-17;OUTROS;LOCAL-000595;OCS_LOCAL;Hora;27.0;;Taxa de Dióxido de carbono
IPMMI-HOSPITALPIO XII;OCS;19/2024;2024-03-17;2034-11-17;OUTROS;LOCAL-000596;OCS_LOCAL;Hora;24.61;;Taxa de Oxigênio Baixo fluxo
IPMMI-HOSPITALPIO XII;OCS;19/2024;2024-03-17;2034-11-17;OUTROS;LOCAL-000597;OCS_LOCAL;Hora;27.83;;Taxa de Oxigênio Alto fluxo
IPMMI-HOSPITALPIO XII;OCS;19/2024;2024-03-17;2034-11-17;OUTROS;LOCAL-000598;OCS_LOCAL;Hora;29.69;;Taxa de Protóxido Azoto
IPMMI-HOSPITALPIO XII;OCS;19/2024;2024-03-17;2034-11-17;OUTROS;LOCAL-000599;OCS_LOCAL;Hora;29.69;;Taxa de Oxido Nitroso/Nitrogênio
IPMMI-HOSPITALPIO XII;OCS;19/2024;2024-03-17;2034-11-17;OUTROS;LOCAL-000600;OCS_LOCAL;Taxa;151.28;;Sala de Emergência
IPMMI-HOSPITALPIO XII;OCS;19/2024;2024-03-17;2034-11-17;OUTROS;LOCAL-000601;OCS_LOCAL;Taxa;21.0;;Sala de Observação até 3 horas
IPMMI-HOSPITALPIO XII;OCS;19/2024;2024-03-17;2034-11-17;OUTROS;LOCAL-000602;OCS_LOCAL;Taxa;46.0;;Sala de Observação até 6 horas
IPMMI-HOSPITALPIO XII;OCS;19/2024;2024-03-17;2034-11-17;OUTROS;LOCAL-000603;OCS_LOCAL;Taxa;108.0;;Sala de Quimioterapia
IPMMI-HOSPITALPIO XII;OCS;19/2024;2024-03-17;2034-11-17;OUTROS;LOCAL-000604;OCS_LOCAL;Taxa;128.46;;Sala de Colonoscopia
IPMMI-HOSPITALPIO XII;OCS;19/2024;2024-03-17;2034-11-17;OUTROS;LOCAL-000605;OCS_LOCAL;Taxa;51.06;;Sala de Gesso
IPMMI-HOSPITALPIO XII;OCS;19/2024;2024-03-17;2034-11-17;OUTROS;LOCAL-000606;OCS_LOCAL;Taxa;155.04;;Sala de Pequena Cirurgia Ambulatorial (PA)
IPMMI-HOSPITALPIO XII;OCS;19/2024;2024-03-17;2034-11-17;OUTROS;LOCAL-000607;OCS_LOCAL;Por Uso;88.35;;Sala de recuperação Pós Anestesia
IPMMI-HOSPITALPIO XII;OCS;19/2024;2024-03-17;2034-11-17;OUTROS;LOCAL-000608;OCS_LOCAL;Taxa;5.66;;Taxa de Observação - horas excedentes - PA
IPMMI-HOSPITALPIO XII;OCS;19/2024;2024-03-17;2034-11-17;OUTROS;LOCAL-000609;OCS_LOCAL;Dia;1359.75;;Parto Múltiplo
IPMMI-HOSPITALPIO XII;OCS;19/2024;2024-03-17;2034-11-17;OUTROS;LOCAL-000610;OCS_LOCAL;"1 x visita quinzenal do enfermeiro;
1 x visita mensal do médico;
1 x visita mensal do nutricionista;
2 x atendimentos semanais do fisioterapeuta; e
1 x atendimento semanal do fonoaudiólogo";182.0;;6h de Enfermagem
IPMMI-HOSPITALPIO XII;OCS;19/2024;2024-03-17;2034-11-17;OUTROS;LOCAL-000611;OCS_LOCAL;"1 x visita semanal do enfermeiro;
1 x visita quinzenal do médico;
1 x visita mensal do nutricionista;
3 x atendimentos semanais do fisioterapeuta; 
1 x atendimento semanal do fonoaudiólogo;
Coleta de exames na residência.";305.76;;12h de Enfermagem
IPMMI-HOSPITALPIO XII;OCS;19/2024;2024-03-17;2034-11-17;OUTROS;LOCAL-000612;OCS_LOCAL;"1 x visita semanal do enfermeiro;
1 x visita semanal do médico;
1 x visita quinzenal do nutricionista;
5 x atendimentos semanais do fisioterapeuta; e
2 x atendimento semanal do fonoaudiólogo.";509.6;;24h de Enfermagem
NXT TLECONSULTA;OCS;02/25;2025-04-02;2026-04-01;OUTROS;LOCAL-000613;OCS_LOCAL;Teleconsulta;65.49;;Todas as especialidades
CLÍNICA DE NEURODESENVOLVIMENTO TEAR MAIS;OCS;20/24;2025-09-11;2035-08-11;OUTROS;LOCAL-000614;OCS_LOCAL;NEUROPSICOLÓGICA (CONS-SADT-C/HON);1100.0;;PCT AVALIAÇÃO
CLÍNICA DE NEURODESENVOLVIMENTO TEAR MAIS;OCS;20/24;2025-09-11;2035-08-11;OUTROS;LOCAL-000615;OCS_LOCAL;PSICOMOTRICIDADE - SESSÃO TERAPIA ESPECIAL POR INDIVÍDUO(HORA) AMBULATORIAL C/HNN);130.0;;PCT TEA –
CLÍNICA DE NEURODESENVOLVIMENTO TEAR MAIS;OCS;20/24;2025-09-11;2035-08-11;OUTROS;LOCAL-000616;OCS_LOCAL;SESSÃOFONOAUDIOLOGIA PORSESSÃO/HORA (SADT – C/HMN);130.0;;PCT TEA
CLÍNICA DE NEURODESENVOLVIMENTO TEAR MAIS;OCS;20/24;2025-09-11;2035-08-11;OUTROS;LOCAL-000617;OCS_LOCAL;SESSÃO PSICOLOGIA POR SESSÃO/HORA (SADT – C/HNN);130.0;;PCT TEA
CLÍNICA DE NEURODESENVOLVIMENTO TEAR MAIS;OCS;20/24;2025-09-11;2035-08-11;OUTROS;LOCAL-000618;OCS_LOCAL;SESSÃO TERAPIA OCUPACIONAL POR SESSÃO/HORA (SADT – C/HNN);130.0;;PCT TEA
CLÍNICA DE NEURODESENVOLVIMENTO TEAR MAIS;OCS;20/24;2025-09-11;2035-08-11;OUTROS;LOCAL-000619;OCS_LOCAL;SESSÃO TERAPIA ESPECIAL POR INDIVÍDUO (HORA) AMBULATORIAL C/HNN;130.0;;PCT TEA – PSICOPEDAGOGIA
3B BASLER;OCS;48/2025;2026-06-13;2035-06-13;OUTROS;LOCAL-000620;OCS_LOCAL;Consulta Medica;105.0;;10101187
3B BASLER;OCS;48/2025;2026-06-13;2035-06-13;OUTROS;LOCAL-000621;OCS_LOCAL;Mapeamento de retina;113.92;;41301250
3B BASLER;OCS;48/2025;2026-06-13;2035-06-13;OUTROS;LOCAL-000622;OCS_LOCAL;Microscopia especular;266.24;;41301269
3B BASLER;OCS;48/2025;2026-06-13;2035-06-13;OUTROS;LOCAL-000623;OCS_LOCAL;Ceratoscopia;222.94;;41301080
3B BASLER;OCS;48/2025;2026-06-13;2035-06-13;OUTROS;LOCAL-000624;OCS_LOCAL;Campimetria;184.86;;40103137
3B BASLER;OCS;48/2025;2026-06-13;2035-06-13;OUTROS;LOCAL-000625;OCS_LOCAL;Tonometria;33.34;;41301323
3B BASLER;OCS;48/2025;2026-06-13;2035-06-13;OUTROS;LOCAL-000626;OCS_LOCAL;Paquimetria;119.44;;41501128
3B BASLER;OCS;48/2025;2026-06-13;2035-06-13;OUTROS;LOCAL-000627;OCS_LOCAL;Biometria óptica;395.32;;30306044
3B BASLER;OCS;48/2025;2026-06-13;2035-06-13;OUTROS;LOCAL-000628;OCS_LOCAL;Biometria ultrassônica;177.88;;41501012
3B BASLER;OCS;48/2025;2026-06-13;2035-06-13;OUTROS;LOCAL-000629;OCS_LOCAL;Curva tensional diária;81.41;;41301129
3B BASLER;OCS;48/2025;2026-06-13;2035-06-13;OUTROS;LOCAL-000630;OCS_LOCAL;Teste de sensibilidade;63.2;;41401271
3B BASLER;OCS;48/2025;2026-06-13;2035-06-13;OUTROS;LOCAL-000631;OCS_LOCAL;Gonioscopia;32.2;;41301242
3B BASLER;OCS;48/2025;2026-06-13;2035-06-13;OUTROS;LOCAL-000632;OCS_LOCAL;Retinografia;122.78;;41301315
3B BASLER;OCS;48/2025;2026-06-13;2035-06-13;OUTROS;LOCAL-000633;OCS_LOCAL;Angiofluoresceinografia;345.34;;41301013
3B BASLER;OCS;48/2025;2026-06-13;2035-06-13;OUTROS;LOCAL-000634;OCS_LOCAL;Avaliação de vias lacrimais;77.48;;41301170
3B BASLER;OCS;48/2025;2026-06-13;2035-06-13;OUTROS;LOCAL-000635;OCS_LOCAL;Teste do reflexo vermelho;53.66;;41301471
3B BASLER;OCS;48/2025;2026-06-13;2035-06-13;OUTROS;LOCAL-000636;OCS_LOCAL;Tomografia de coerência óptica;426.48;;41501144
3B BASLER;OCS;48/2025;2026-06-13;2035-06-13;OUTROS;LOCAL-000637;OCS_LOCAL;Facetomia;3822.0;;Descrição
3B BASLER;OCS;48/2025;2026-06-13;2035-06-13;OUTROS;LOCAL-000638;OCS_LOCAL;Refrativa;4411.05;;Descrição
3B BASLER;OCS;48/2025;2026-06-13;2035-06-13;OUTROS;LOCAL-000639;OCS_LOCAL;Cross linking;3990.0;;Descrição
3B BASLER;OCS;48/2025;2026-06-13;2035-06-13;OUTROS;LOCAL-000640;OCS_LOCAL;Implante de anel intra-estronal;4100.0;;Descrição
SINAPSE;OCS;20/24;2025-09-11;2035-08-11;OUTROS;LOCAL-000641;OCS_LOCAL;NEUROPSICOLÓGICA (CONS-SADT-C/HON);1100.0;;PCT AVALIAÇÃO
SINAPSE;OCS;20/24;2025-09-11;2035-08-11;OUTROS;LOCAL-000642;OCS_LOCAL;PSICOMOTRICIDADE - SESSÃO TERAPIA ESPECIAL POR INDIVÍDUO(HORA) AMBULATORIAL C/HNN);130.0;;PCT TEA –
SINAPSE;OCS;20/24;2025-09-11;2035-08-11;OUTROS;LOCAL-000643;OCS_LOCAL;SESSÃOFONOAUDIOLOGIA PORSESSÃO/HORA (SADT – C/HMN);130.0;;PCT TEA
SINAPSE;OCS;20/24;2025-09-11;2035-08-11;OUTROS;LOCAL-000644;OCS_LOCAL;SESSÃO PSICOLOGIA POR SESSÃO/HORA (SADT – C/HNN);130.0;;PCT TEA
SINAPSE;OCS;20/24;2025-09-11;2035-08-11;OUTROS;LOCAL-000645;OCS_LOCAL;SESSÃO TERAPIA OCUPACIONAL POR SESSÃO/HORA (SADT – C/HNN);130.0;;PCT TEA
SINAPSE;OCS;20/24;2025-09-11;2035-08-11;OUTROS;LOCAL-000646;OCS_LOCAL;SESSÃO TERAPIA ESPECIAL POR INDIVÍDUO (HORA) AMBULATORIAL C/HNN;130.0;;PCT TEA – PSICOPEDAGOGIA
